ticker,symbol,yearReport,lengthReport,risk_score,risk_label,risk_reasoning,high_risk_count,medium_risk_count,composite_rules_count,high_risk_indicators,medium_risk_indicators,composite_rules_activated,risk_types_detected,high_risk_details,composite_risk_details
SSI,SSI,2019,1,0.5583,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: debt_servicing_risk - Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.",4,3,1,"A3, B3, D2, D3","A1, B1, B2",R4,debt_servicing_risk,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R4 (debt_servicing_risk): Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.
SSI,SSI,2018,4,0.5583,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: debt_servicing_risk - Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.",4,3,1,"A3, B3, D2, D3","A1, B1, B2",R4,debt_servicing_risk,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R4 (debt_servicing_risk): Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.
SSI,SSI,2018,3,0.5583,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: debt_servicing_risk - Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.",4,3,1,"A3, B3, D2, D3","A1, B1, B2",R4,debt_servicing_risk,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R4 (debt_servicing_risk): Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.
SSI,SSI,2018,2,0.5583,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: debt_servicing_risk - Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.",4,3,1,"A3, B3, D2, D3","A1, B1, B2",R4,debt_servicing_risk,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R4 (debt_servicing_risk): Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.
SSI,SSI,2018,1,0.5583,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: debt_servicing_risk - Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.",4,3,1,"A3, B3, D2, D3","A1, B1, B2",R4,debt_servicing_risk,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R4 (debt_servicing_risk): Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.
SSI,SSI,2017,4,0.6,High,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: debt_servicing_risk - Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.",4,4,1,"A3, B3, D2, D3","A1, B1, B2, C2",R4,debt_servicing_risk,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R4 (debt_servicing_risk): Khả năng trả lãi vay kém kết hợp với tỷ lệ nợ cao cho thấy doanh nghiệp gặp khó khăn trong việc phục vụ nợ.
SSI,SSI,2017,3,0.4,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,0,1,"A3, B3, D2, D3",,R10,profitability_concern,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2017,2,0.4,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,0,1,"A3, B3, D2, D3",,R10,profitability_concern,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2017,1,0.4,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,0,1,"A3, B3, D2, D3",,R10,profitability_concern,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2016,4,0.4417,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,1,1,"A3, B3, D2, D3",C2,R10,profitability_concern,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2016,3,0.375,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.)",4,1,0,"A3, B3, D2, D3",A1,,,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2016,2,0.525,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 1 vấn đề phức hợp: working_capital_risk - Khoản phải thu cao kết hợp với tiền mặt thấp cho thấy doanh nghiệp gặp vấn đề về vốn lưu động.",5,1,1,"A3, B3, C2, D2, D3",A1,R6,working_capital_risk,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R6 (working_capital_risk): Khoản phải thu cao kết hợp với tiền mặt thấp cho thấy doanh nghiệp gặp vấn đề về vốn lưu động.
SSI,SSI,2016,1,0.4,Medium,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,0,1,"A3, B3, D2, D3",,R10,profitability_concern,A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2015,4,0.4583,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.)",4,3,0,"B3, C2, D2, D3","A1, A3, B2",,,B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2015,3,0.4417,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,1,1,"B3, C2, D2, D3",A3,R10,profitability_concern,B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2015,2,0.4,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,0,1,"B3, C2, D2, D3",,R10,profitability_concern,B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2015,1,0.4417,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",4,1,1,"B3, C2, D2, D3",C3,R10,profitability_concern,B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2014,4,0.3583,Medium,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.) | Phát hiện 1 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.",3,1,1,"C2, D2, D3",C3,R10,profitability_concern,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.
SSI,SSI,2014,3,0.2917,Good,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.)",3,1,0,"C2, D2, D3",A1,,,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2014,2,0.375,Medium,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.)",3,3,0,"C2, D2, D3","A1, B1, B2",,,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2014,1,0.2917,Good,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.)",3,1,0,"C2, D2, D3",A1,,,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2013,4,0.3333,Medium,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.)",3,2,0,"C2, D2, D3","A1, C3",,,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2013,3,0.3333,Medium,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.)",3,2,0,"C2, D2, D3","A1, C3",,,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2013,2,0.3333,Medium,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.)",3,2,0,"C2, D2, D3","A1, C3",,,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
SSI,SSI,2013,1,0.3333,Medium,"Các chỉ số có rủi ro cao: C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.), D2 (Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.), D3 (ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.)",3,2,0,"C2, D2, D3","A1, C3",,,C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.,
VNM,VNM,2025,4,0.675,High,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.) | Phát hiện 2 vấn đề phức hợp: working_capital_risk - Khoản phải thu cao kết hợp với tiền mặt thấp cho thấy doanh nghiệp gặp vấn đề về vốn lưu động.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",5,3,2,"A3, B3, C1, C2, D2","A1, C3, D3","R6, R12","working_capital_inefficiency, working_capital_risk","A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản.",R6 (working_capital_risk): Khoản phải thu cao kết hợp với tiền mặt thấp cho thấy doanh nghiệp gặp vấn đề về vốn lưu động. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
